gans, Witbuikrot-;20
gans, Zwarte Rot- ;20
Gaper, Afrikaanse ;419
Garrulus glandarius ;362
Gavia adamsit ;62
Gavia arctica ;61
Gavia immer ;63
Gavia pacifica ;61, ;408
Gavia stellata ;60
Geelborstvireo / Yellowthroated Vireo ;421
Geelbrauwgors / Yellowbrowed Bunting ;392
Geelbuiksapspecht / Yellowbellied Sapsucker ;415
Geelgors / Yellowhammer ;398
Geelkoptroepiaal / Yellowheaded Blackbird ;421
Geelkruinkwak / Yellowcrowned Night Heron ;418
Geelpootmeeuw / Yellowlegged Gull ;186
Geelsnavelduiker / Yellowbilled Loon ;62
Geelsnavelkoekoek / Yellowbilled Cuckoo ;220
Geelsnavelwouw / Yellowbilled Kite ;102
Geelvleugelzanger / Goldenwinged Warbler ;421
Gekraagde Roodstaart / Common Redstart ;280
Gele Kwikstaart / Blue-headed Wagtail ;270
Gele Zanger / American Yellow Warbler ;404
Gele Zwartkeelzanger / Black-throated Green Warbler ;42
Gelochelidon nilotica ;198
Gent, Bruine ;76
gent, Masker- ;409
gent, Roodpoot-;418
Geokichla sibirica ;300
Georde Aalscholver / Double. crested Cormorant ;418
Georde Fuut / Black-necked Grebe ;64
Geothlypis trichas ;417
Geronticus premita ;86
Gestreepte Dwergooruil / Pallid Scops Owl ;232
Gestreepte Gors / Striolated Bunting ;402
Gestreepte Pijlstormvogel / Streaked Shearwater ;418
Gestreepte Prinia / Graceful Prinia ;312
Gestreepte Strandloper / Pectoral Sandpiper ;166
Gestreepte Vechtkwartel / Common Buttonquail ;56
Gewone Maskerzanger / Common Yellowthroat ;417
gier, Aas-;92
gier, Lammer-;89
gier, Monniks-;90
gier, Oor- ;90
Gier, Rüppells ;90
Gier, Vale ;90
gier, Witrug-;419
Giervalk / Gyrfalcon ;122
Gierzwaluw / Common Swift ;236
gierzwaluw, Alpen- ;236
gierzwaluw, Huis- ;236
gierzwaluw, Kaffer- ;236
gierzwaluw, Madeira- ;236
gierzwaluw, Schoorsteen-;415
Gierzwaluw, Siberische ;415
gierzwaluw, Stekelstaart-;415
Gierzwaluw. Vale ;236
Glanskop / Marsh Tit ;344
Glanstroepiaal / Common Grackle ;421
Glareola maldivarum ;412
Glareola nordmanni ;136
Glareola pratincola ;136
Glaucidium passerinum ;226
Gon-gon / Fea's Petrel ;72
gors, Bos- ;394
gors, Bruinkop-;400
gors, Dwerg- ;392
gors, Geel- ;398
gors, Geelbrauw-;392
Gors, Gestreepte ;402
Gors, Grauwe ;402

